order_number,quantity,price_per,order_line_num,sales,order_date,product_name,msrp,cust_name,address1,address2,city,state,zip_code,country,territory
11532,28,71.73,2,2008.44,12/4/2004,Planes,109,Gift Ideas Corp.,2440 Pompton St.,,Glendale,CT,97561,USA,NA
11533,46,94.1,3,4328.6,2/2/2005,Planes,109,"Australian Gift Network, Co",31 Duncan St. West End,,South Brisbane,Queensland,4101,Australia,APAC
11534,33,41.71,11,1376.43,3/1/2005,Planes,109,Euro Shopping Channel,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA
11535,43,100,16,5552.16,3/30/2005,Planes,109,Reims Collectables,59 rue de l'Abbaye,,Reims,,51100,France,EMEA
11536,38,96.29,5,3659.02,4/3/2005,Planes,109,Tekni Collectables Inc.,7476 Moss Rd.,,Newark,NJ,94019,USA,NA
11537,47,88.63,6,4165.61,5/10/2005,Planes,109,L'ordine Souveniers,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA
11538,45,31.2,3,1404,1/9/2003,Vintage Cars,33,"Blauer See Auto, Co.",Lyonerstr. 34,,Frankfurt,,60528,Germany,EMEA
11539,20,35.51,3,710.2,3/18/2003,Vintage Cars,33,"AV Stores, Co.",Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA
11540,45,37.84,2,1702.8,5/21/2003,Vintage Cars,33,Signal Gift Stores,8489 Strong St.,,Las Vegas,NV,83030,USA,NA
11541,36,33.19,7,1194.84,9/12/2003,Vintage Cars,33,Signal Collectibles Ltd.,2793 Furth Circle,,Brisbane,CA,94217,USA,NA
11542,37,27.22,5,1007.14,10/18/2003,Vintage Cars,33,Corporate Gift Ideas Co.,7734 Strong St.,,San Francisco,CA,,USA,NA
11543,31,31.53,9,977.43,11/5/2003,Vintage Cars,33,Rovelli Gifts,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA
11544,39,36.84,6,1436.76,11/12/2003,Vintage Cars,33,Mini Gifts Distributors Ltd.,5677 Strong St.,,San Rafael,CA,97562,USA,NA
11545,26,29.21,10,759.46,11/21/2003,Vintage Cars,33,"Australian Collectables, Ltd",7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC
11546,32,37.17,5,1189.44,12/3/2003,Vintage Cars,33,Euro Shopping Channel,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA
11547,20,34.19,3,683.8,1/26/2004,Vintage Cars,33,"Corrida Auto Replicas, Ltd","C/ Araquil, 67",,Madrid,,28023,Spain,EMEA
11548,42,29.21,6,1226.82,3/2/2004,Vintage Cars,33,"Saveley & Henriot, Co.","2, rue du Commerce",,Lyon,,69004,France,EMEA
11549,33,29.54,1,974.82,4/26/2004,Vintage Cars,33,Diecast Collectables,6251 Ingle Ln.,,Boston,MA,51003,USA,NA
11550,20,28.88,12,577.6,8/17/2004,Vintage Cars,33,Amica Models & Co.,Via Monte Bianco 34,,Torino,,10100,Italy,EMEA
11551,29,38.17,1,1106.93,9/1/2004,Vintage Cars,33,Handji Gifts& Co,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC
11552,23,30.2,16,694.6,10/11/2004,Vintage Cars,33,Auto Assoc. & Cie.,"67, avenue de l'Europe",,Versailles,,78000,France,EMEA
11553,39,29.54,13,1152.06,10/21/2004,Vintage Cars,33,Mini Gifts Distributors Ltd.,5677 Strong St.,,San Rafael,CA,97562,USA,NA
11554,20,100,3,2624,11/4/2004,Vintage Cars,33,Online Diecast Creations Co.,2304 Long Airport Avenue,,Nashua,NH,62005,USA,NA
11555,45,81.91,6,3685.95,11/17/2004,Vintage Cars,33,"AV Stores, Co.",Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA
11556,20,35.18,6,703.6,11/25/2004,Vintage Cars,33,Marseille Mini Autos,"12, rue des Bouchers",,Marseille,,13008,France,EMEA
11557,48,100,5,9720,12/9/2004,Vintage Cars,33,Lyon Souveniers,27 rue du Colonel Pierre Avia,,Paris,,75508,France,EMEA
11558,23,36.29,13,834.67,1/12/2005,Vintage Cars,33,Toys4GrownUps.com,78934 Hillside Dr.,,Pasadena,CA,90003,USA,NA
11559,32,70.56,4,2257.92,2/16/2005,Vintage Cars,33,Euro Shopping Channel,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA
11560,33,100,8,8344.71,3/9/2005,Vintage Cars,33,"Anna's Decorations, Ltd",201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC
11561,61,29.54,1,1801.94,4/23/2005,Vintage Cars,33,Handji Gifts& Co,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC
11562,45,26.88,1,1209.6,5/29/2005,Vintage Cars,33,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC
11563,38,83.03,7,3155.14,2/24/2003,Motorcycles,76,Land of Toys Inc.,897 Long Airport Avenue,,NYC,NY,10022,USA,NA
11564,34,83.79,5,2848.86,4/29/2003,Motorcycles,76,"Australian Collectors, Co.",636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC
11565,43,83.03,7,3570.29,7/1/2003,Motorcycles,76,Lyon Souveniers,27 rue du Colonel Pierre Avia,,Paris,,75508,France,EMEA
11566,47,83.03,11,3902.41,8/25/2003,Motorcycles,76,Toys4GrownUps.com,78934 Hillside Dr.,,Pasadena,CA,90003,USA,NA
11567,22,67.03,1,1474.66,10/10/2003,Motorcycles,76,Baane Mini Imports,Erling Skakkes gate 78,,Stavern,,4110,Norway,EMEA
11568,29,75.41,6,2186.89,10/28/2003,Motorcycles,76,Technics Stores Inc.,9408 Furth Circle,,Burlingame,CA,94217,USA,NA
11569,28,68.55,14,1919.4,11/11/2003,Motorcycles,76,Daedalus Designs Imports,"184, chausse de Tournai",,Lille,,59000,France,EMEA
11570,40,91.4,6,3656,11/18/2003,Motorcycles,76,Herkku Gifts,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,Norway,EMEA
11571,25,73.88,7,1847,12/1/2003,Motorcycles,76,Mini Wheels Co.,5557 North Pendale Street,,San Francisco,CA,,USA,NA
11572,30,61.7,4,1851,1/12/2004,Motorcycles,76,Osaka Souveniers Co.,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",,Osaka,Osaka,530-0003,Japan,Japan
11573,38,69.31,6,2633.78,2/20/2004,Motorcycles,76,"Australian Collectors, Co.",636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC
11574,36,87.6,3,3153.6,4/3/2004,Motorcycles,76,Motor Mint Distributors Inc.,11328 Douglas Av.,,Philadelphia,PA,71270,USA,NA
11575,32,87.6,1,2803.2,5/11/2004,Motorcycles,76,The Sharp Gifts Warehouse,3086 Ingle Ln.,,San Jose,CA,94217,USA,NA
11576,37,62.46,7,2311.02,6/28/2004,Motorcycles,76,Gift Depot Inc.,25593 South Bay Ln.,,Bridgewater,CT,97562,USA,NA
11577,30,79.98,6,2399.4,7/23/2004,Motorcycles,76,La Rochelle Gifts,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA
11578,39,70.08,11,2733.12,8/27/2004,Motorcycles,76,Marta's Replicas Co.,39323 Spinnaker Dr.,,Cambridge,MA,51247,USA,NA
11579,32,65.51,1,2096.32,9/16/2004,Motorcycles,76,"Clover Collections, Co.",25 Maiden Lane,Floor No. 4,Dublin,,2,Ireland,EMEA
11580,47,63.22,4,2971.34,10/15/2004,Motorcycles,76,Mini Classics,3758 North Pendale Street,,White Plains,NY,24067,USA,NA
11581,26,86.83,6,2257.58,11/2/2004,Motorcycles,76,Diecast Classics Inc.,7586 Pompton St.,,Allentown,PA,70267,USA,NA
11582,37,94.43,4,3493.91,11/15/2004,Motorcycles,76,Land of Toys Inc.,897 Long Airport Avenue,,NYC,NY,10022,USA,NA
11583,55,79.98,8,4398.9,11/24/2004,Motorcycles,76,Enaco Distributors,"Rambla de Catalu¤a, 23",,Barcelona,,8022,Spain,EMEA
11584,21,100,8,3595.62,1/6/2005,Motorcycles,76,Suominen Souveniers,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA
11585,23,100,9,2443.29,2/3/2005,Motorcycles,76,La Rochelle Gifts,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA
11586,49,81.4,2,3988.6,3/3/2005,Motorcycles,76,Scandinavian Gift Ideas,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA
11587,59,87.6,3,5168.4,4/7/2005,Motorcycles,76,Auto Canal Petit,"25, rue Lauriston",,Paris,,75016,France,EMEA
11588,32,87.6,1,2803.2,5/10/2005,Motorcycles,76,L'ordine Souveniers,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA
11589,43,100,9,6341.21,2/11/2003,Ships,122,Danish Wholesale Imports,Vinb'ltet 34,,Kobenhavn,,1734,Denmark,EMEA
11590,41,100,3,5189.78,4/16/2003,Ships,122,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan
11591,45,100,9,6027.75,6/12/2003,Ships,122,"Stylish Desk Decors, Co.",35 King George,,London,,WX3 6FW,UK,EMEA
11592,33,100,6,3366,8/8/2003,Ships,122,Mini Gifts Distributors Ltd.,5677 Strong St.,,San Rafael,CA,97562,USA,NA
11593,40,100,5,5456.4,9/28/2003,Ships,122,Euro Shopping Channel,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA
11594,33,100,16,3812.16,10/23/2003,Ships,122,Scandinavian Gift Ideas,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA
11595,50,100,7,6083,11/7/2003,Ships,122,CAF Imports,"Merchants House, 27-30 Merchant's Quay",,Madrid,,28023,Spain,EMEA
11596,30,100,7,3170.7,11/14/2003,Ships,122,Mini Creations Ltd.,4575 Hillside Dr.,,New Bedford,MA,50553,USA,NA
11597,41,100,13,4534.6,11/26/2003,Ships,122,Enaco Distributors,"Rambla de Catalu¤a, 23",,Barcelona,,8022,Spain,EMEA
11598,35,100,7,4301.15,1/2/2004,Ships,122,"Saveley & Henriot, Co.","2, rue du Commerce",,Lyon,,69004,France,EMEA
11599,49,100,1,6804.63,2/18/2004,Ships,122,Petit Auto,Rue Joseph-Bens 532,,Bruxelles,,B-1180,Belgium,EMEA
11600,46,100,4,5652.94,3/20/2004,Ships,122,giftsbymail.co.uk,Garden House Crowther Way,,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA
11601,48,100,10,6960.48,5/7/2004,Ships,122,Land of Toys Inc.,897 Long Airport Avenue,,NYC,NY,10022,USA,NA
11602,36,100,8,4512.6,6/17/2004,Ships,122,Quebec Home Shopping Network,43 rue St. Laurent,,Montreal,Quebec,H1J 1C3,Canada,NA
11603,22,100,11,2784.76,7/21/2004,Ships,122,Petit Auto,Rue Joseph-Bens 532,,Bruxelles,,B-1180,Belgium,EMEA
11604,42,100,13,5316.36,8/20/2004,Ships,122,"Royal Canadian Collectables, Ltd.",23 Tsawassen Blvd.,,Tsawassen,BC,T2F 8M4,Canada,NA
11605,21,100,2,2941.89,9/9/2004,Ships,122,Amica Models & Co.,Via Monte Bianco 34,,Torino,,10100,Italy,EMEA
11606,29,100,7,3207.4,10/14/2004,Ships,122,"AV Stores, Co.",Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA
11607,35,100,6,4215.05,10/29/2004,Ships,122,La Rochelle Gifts,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA
11608,41,100,4,4333.29,11/9/2004,Ships,122,"Volvo Model Replicas, Co",Berguvsv„gen  8,,Lule,,S-958 22,Sweden,EMEA
11609,29,71.97,4,2087.13,11/21/2004,Ships,122,Classic Legends Inc.,5905 Pompton St.,Suite 750,NYC,NY,10022,USA,NA
11610,34,50.33,7,1711.22,12/2/2004,Ships,122,Euro Shopping Channel,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA
11611,37,100,8,3910.53,1/26/2005,Ships,122,"Tokyo Collectables, Ltd",2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan
11612,28,80.54,3,2255.12,2/23/2005,Ships,122,Corporate Gift Ideas Co.,7734 Strong St.,,San Francisco,CA,,USA,NA
11613,49,100,6,5720.75,3/23/2005,Ships,122,Mini Gifts Distributors Ltd.,5677 Strong St.,,San Rafael,CA,97562,USA,NA
11614,23,100,10,3335.23,5/6/2005,Ships,122,Gifts4AllAges.com,8616 Spinnaker Dr.,,Boston,MA,51003,USA,NA
11615,46,53.76,2,2472.96,1/9/2003,Vintage Cars,44,"Blauer See Auto, Co.",Lyonerstr. 34,,Frankfurt,,60528,Germany,EMEA
11616,39,44.35,2,1729.65,3/18/2003,Vintage Cars,44,"AV Stores, Co.",Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA
11617,22,45.25,1,995.5,5/21/2003,Vintage Cars,44,Signal Gift Stores,8489 Strong St.,,Las Vegas,NV,83030,USA,NA
11618,49,49.28,6,2414.72,9/12/2003,Vintage Cars,44,Signal Collectibles Ltd.,2793 Furth Circle,,Brisbane,CA,94217,USA,NA
11619,43,36.29,4,1560.47,10/18/2003,Vintage Cars,44,Corporate Gift Ideas Co.,7734 Strong St.,,San Francisco,CA,,USA,NA
11620,27,41.22,8,1112.94,11/5/2003,Vintage Cars,44,Rovelli Gifts,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA
11621,31,36.74,5,1138.94,11/12/2003,Vintage Cars,44,Mini Gifts Distributors Ltd.,5677 Strong St.,,San Rafael,CA,97562,USA,NA
11622,20,50.62,9,1012.4,11/21/2003,Vintage Cars,44,"Australian Collectables, Ltd",7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC
11623,24,38.08,4,913.92,12/3/2003,Vintage Cars,44,Euro Shopping Channel,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA
11624,49,47.94,2,2349.06,1/26/2004,Vintage Cars,44,"Corrida Auto Replicas, Ltd","C/ Araquil, 67",,Madrid,,28023,Spain,EMEA
11625,24,48.38,5,1161.12,3/2/2004,Vintage Cars,44,"Saveley & Henriot, Co.","2, rue du Commerce",,Lyon,,69004,France,EMEA
11626,39,45.25,9,1764.75,4/29/2004,Vintage Cars,44,Euro Shopping Channel,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA
11627,37,45.7,2,1690.9,6/4/2004,Vintage Cars,44,Mini Caravy,"24, place Kluber",,Strasbourg,,67000,France,EMEA
11628,45,47.49,11,2137.05,8/17/2004,Vintage Cars,44,Amica Models & Co.,Via Monte Bianco 34,,Torino,,10100,Italy,EMEA
11629,45,48.38,4,2177.1,9/3/2004,Vintage Cars,44,Herkku Gifts,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,Norway,EMEA
11630,44,39.42,15,1734.48,10/11/2004,Vintage Cars,44,Auto Assoc. & Cie.,"67, avenue de l'Europe",,Versailles,,78000,France,EMEA
11631,23,37.63,12,865.49,10/21/2004,Vintage Cars,44,Mini Gifts Distributors Ltd.,5677 Strong St.,,San Rafael,CA,97562,USA,NA
11632,30,100,4,3500.1,11/4/2004,Vintage Cars,44,Online Diecast Creations Co.,2304 Long Airport Avenue,,Nashua,NH,62005,USA,NA
11633,26,85.52,10,2223.52,11/17/2004,Vintage Cars,44,"AV Stores, Co.",Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA
11634,43,53.76,1,2311.68,11/25/2004,Vintage Cars,44,Atelier graphique,"54, rue Royale",,Nantes,,44000,France,EMEA
11635,26,31.86,7,828.36,12/9/2004,Vintage Cars,44,Lyon Souveniers,27 rue du Colonel Pierre Avia,,Paris,,75508,France,EMEA
11636,28,30.59,12,856.52,1/12/2005,Vintage Cars,44,Toys4GrownUps.com,78934 Hillside Dr.,,Pasadena,CA,90003,USA,NA
11637,27,68.35,5,1845.45,2/16/2005,Vintage Cars,44,Euro Shopping Channel,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA
11638,24,100,1,4042.08,3/9/2005,Vintage Cars,44,"Anna's Decorations, Ltd",201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC
11639,40,45.7,2,1828,5/29/2005,Vintage Cars,44,Mini Gifts Distributors Ltd.,5677 Strong St.,,San Rafael,CA,97562,USA,NA
11640,36,100,1,3680.28,1/29/2003,Trucks and Buses,127,Baane Mini Imports,Erling Skakkes gate 78,,Stavern,,4110,Norway,EMEA
11641,21,100,5,2925.09,4/1/2003,Trucks and Buses,127,"La Corne D'abondance, Co.","265, boulevard Charonne",,Paris,,75012,France,EMEA
11642,27,100,1,3415.77,5/28/2003,Trucks and Buses,127,"Corrida Auto Replicas, Ltd","C/ Araquil, 67",,Madrid,,28023,Spain,EMEA
11643,47,100,1,5105.14,7/24/2003,Trucks and Buses,127,Technics Stores Inc.,9408 Furth Circle,,Burlingame,CA,94217,USA,NA
11644,42,100,8,5098.8,9/21/2003,Trucks and Buses,127,"Oulu Toy Supplies, Inc.",Torikatu 38,,Oulu,,90110,Finland,EMEA
11645,32,100,17,4661.76,10/22/2003,Trucks and Buses,127,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan
11646,28,100,6,2969.96,11/6/2003,Trucks and Buses,127,"Stylish Desk Decors, Co.",35 King George,,London,,WX3 6FW,UK,EMEA
11647,24,100,11,3496.32,11/14/2003,Trucks and Buses,127,"Iberia Gift Imports, Corp.","C/ Romero, 33",,Sevilla,,41101,Spain,EMEA
11648,49,100,1,5760.93,11/25/2003,Trucks and Buses,127,"Saveley & Henriot, Co.","2, rue du Commerce",,Lyon,,69004,France,EMEA
11649,46,100,12,6819.04,12/9/2003,Trucks and Buses,127,Diecast Collectables,6251 Ingle Ln.,,Boston,MA,51003,USA,NA
11650,28,100,1,3148.88,2/4/2004,Trucks and Buses,127,Handji Gifts& Co,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC
11651,48,100,6,5704.32,3/11/2004,Trucks and Buses,127,Mini Gifts Distributors Ltd.,5677 Strong St.,,San Rafael,CA,97562,USA,NA
11652,29,100,10,3520.6,5/5/2004,Trucks and Buses,127,Euro Shopping Channel,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA
11653,47,100,9,5285.62,6/15/2004,Trucks and Buses,127,Handji Gifts& Co,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC
11654,43,100,10,5605.05,7/20/2004,Trucks and Buses,127,Mini Gifts Distributors Ltd.,5677 Strong St.,,San Rafael,CA,97562,USA,NA
11655,25,100,6,2779.5,8/19/2004,Trucks and Buses,127,Diecast Classics Inc.,7586 Pompton St.,,Allentown,PA,70267,USA,NA
11656,48,100,1,5398.08,9/8/2004,Trucks and Buses,127,Scandinavian Gift Ideas,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA
11657,24,100,10,3189.6,10/13/2004,Trucks and Buses,127,Marta's Replicas Co.,39323 Spinnaker Dr.,,Cambridge,MA,51247,USA,NA
11658,42,100,4,5581.8,10/22/2004,Trucks and Buses,127,Canadian Gift Exchange Network,1900 Oak St.,,Vancouver,BC,V3F 2K1,Canada,NA
11659,31,100,2,3820.44,11/5/2004,Trucks and Buses,127,Vitachrome Inc.,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,NA
11660,42,100,5,5528.04,11/19/2004,Trucks and Buses,127,"Volvo Model Replicas, Co",Berguvsv„gen  8,,Lule,,S-958 22,Sweden,EMEA
11661,37,100,1,5981.42,11/1/2004,Trucks and Buses,127,"Corrida Auto Replicas, Ltd","C/ Araquil, 67",,Madrid,,28023,Spain,EMEA
11662,41,100,7,5684.65,12/10/2004,Trucks and Buses,127,Euro Shopping Channel,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA
11663,20,100,5,3449.4,1/23/2005,Trucks and Buses,127,Mini Gifts Distributors Ltd.,5677 Strong St.,,San Rafael,CA,97562,USA,NA
11664,20,100,3,2654.4,2/17/2005,Trucks and Buses,127,Mini Gifts Distributors Ltd.,5677 Strong St.,,San Rafael,CA,97562,USA,NA
11665,70,100,10,8498,5/3/2005,Trucks and Buses,127,Euro Shopping Channel,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA
11666,49,100,9,5510.54,5/31/2005,Trucks and Buses,127,La Rochelle Gifts,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA
11667,35,58.87,15,2060.45,3/3/2003,Motorcycles,69,Cruz & Sons Co.,15 McCallum Street - NatWest Center #13-03,,Makati City,,1227 MM,Philippines,Japan
11668,32,76.88,2,2460.16,5/7/2003,Motorcycles,69,Reims Collectables,59 rue de l'Abbaye,,Reims,,51100,France,EMEA
11669,29,61.64,16,1787.56,7/2/2003,Motorcycles,69,Mini Gifts Distributors Ltd.,5677 Strong St.,,San Rafael,CA,97562,USA,NA
11670,27,60.95,3,1645.65,8/25/2003,Motorcycles,69,Toys4GrownUps.com,78934 Hillside Dr.,,Pasadena,CA,90003,USA,NA
11671,27,80.34,11,2169.18,10/10/2003,Motorcycles,69,Corporate Gift Ideas Co.,7734 Strong St.,,San Francisco,CA,,USA,NA
11672,38,74.11,11,2816.18,11/4/2003,Motorcycles,69,"Anna's Decorations, Ltd",201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC
11673,35,72.03,6,2521.05,11/11/2003,Motorcycles,69,Daedalus Designs Imports,"184, chausse de Tournai",,Lille,,59000,France,EMEA
11674,42,76.19,3,3199.98,11/19/2003,Motorcycles,69,Euro Shopping Channel,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA
11675,21,63.72,11,1338.12,1/15/2004,Motorcycles,69,Auto Canal Petit,"25, rue Lauriston",,Paris,,75016,France,EMEA
11676,37,80.34,4,2972.58,2/21/2004,Motorcycles,69,Daedalus Designs Imports,"184, chausse de Tournai",,Lille,,59000,France,EMEA
11677,26,79.65,4,2070.9,4/5/2004,Motorcycles,69,Vitachrome Inc.,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,NA
11678,47,65.8,8,3092.6,5/26/2004,Motorcycles,69,Auto Canal Petit,"25, rue Lauriston",,Paris,,75016,France,EMEA
11679,37,65.1,6,2408.7,6/30/2004,Motorcycles,69,Gifts4AllAges.com,8616 Spinnaker Dr.,,Boston,MA,51003,USA,NA
11680,46,75.49,12,3472.54,8/2/2004,Motorcycles,69,Online Mini Collectables,7635 Spinnaker Dr.,,Brickhaven,MA,58339,USA,NA
11681,38,59.56,3,2263.28,8/27/2004,Motorcycles,69,Marta's Replicas Co.,39323 Spinnaker Dr.,,Cambridge,MA,51247,USA,NA
11682,33,66.49,6,2194.17,9/30/2004,Motorcycles,69,"Toys of Finland, Co.",Keskuskatu 45,,Helsinki,,21240,Finland,EMEA
11683,24,56.1,2,1346.4,10/15/2004,Motorcycles,69,Baane Mini Imports,Erling Skakkes gate 78,,Stavern,,4110,Norway,EMEA
11684,31,81.73,7,2533.63,11/3/2004,Motorcycles,69,Microscale Inc.,5290 North Pendale Street,Suite 200,NYC,NY,10022,USA,NA
11685,42,81.03,1,3403.26,11/16/2004,Motorcycles,69,Cruz & Sons Co.,15 McCallum Street - NatWest Center #13-03,,Makati City,,1227 MM,Philippines,Japan
11686,32,100,6,3307.2,11/24/2004,Motorcycles,69,Salzburg Collectables,Geislweg 14,,Salzburg,,5020,Austria,EMEA
11687,41,70.65,3,2896.65,12/7/2004,Motorcycles,69,Euro Shopping Channel,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA
11688,43,61.23,14,2632.89,1/6/2005,Motorcycles,69,Suominen Souveniers,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA
11689,20,100,14,2046,2/3/2005,Motorcycles,69,La Rochelle Gifts,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA
11690,35,65.13,4,2279.55,3/4/2005,Motorcycles,69,Mini Gifts Distributors Ltd.,5677 Strong St.,,San Rafael,CA,97562,USA,NA
11691,27,79.65,4,2150.55,4/8/2005,Motorcycles,69,"UK Collectables, Ltd.",Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA
11692,43,78.15,11,3360.45,3/18/2003,Classic Cars,90,"AV Stores, Co.",Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA
11693,32,72.7,10,2326.4,5/21/2003,Classic Cars,90,Signal Gift Stores,8489 Strong St.,,Las Vegas,NV,83030,USA,NA
11694,21,73.6,4,1545.6,9/11/2003,Classic Cars,90,"Anna's Decorations, Ltd",201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC
11695,20,100,3,2144.6,10/17/2003,Classic Cars,90,Heintze Collectables,Smagsloget 45,,Aaarhus,,8200,Denmark,EMEA
11696,22,74.51,1,1639.22,11/5/2003,Classic Cars,90,Gift Depot Inc.,25593 South Bay Ln.,,Bridgewater,CT,97562,USA,NA
11697,36,73.6,14,2649.6,11/12/2003,Classic Cars,90,Mini Gifts Distributors Ltd.,5677 Strong St.,,San Rafael,CA,97562,USA,NA
11698,46,83.6,2,3845.6,11/20/2003,Classic Cars,90,Online Diecast Creations Co.,2304 Long Airport Avenue,,Nashua,NH,62005,USA,NA
11699,47,96.32,8,4527.04,12/2/2003,Classic Cars,90,Muscle Machine Inc,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,NA
11700,45,88.14,1,3966.3,1/16/2004,Classic Cars,90,Euro Shopping Channel,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA
11701,47,88.14,14,4142.58,3/2/2004,Classic Cars,90,"Saveley & Henriot, Co.","2, rue du Commerce",,Lyon,,69004,France,EMEA
11702,47,94.5,6,4441.5,4/13/2004,Classic Cars,90,Mini Caravy,"24, place Kluber",,Strasbourg,,67000,France,EMEA
11703,38,87.24,3,3315.12,7/7/2004,Classic Cars,90,Muscle Machine Inc,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,NA
11704,49,79.97,3,3918.53,8/9/2004,Classic Cars,90,Euro Shopping Channel,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA
11705,35,80.87,9,2830.45,9/1/2004,Classic Cars,90,Handji Gifts& Co,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC
11706,49,100,5,5298.86,10/6/2003,Classic Cars,90,"UK Collectables, Ltd.",Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA
11707,28,93.6,4,2620.8,10/16/2004,Classic Cars,90,Euro Shopping Channel,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA
11708,30,72.7,1,2181,11/4/2004,Classic Cars,90,FunGiftIdeas.com,1785 First Street,,New Bedford,MA,50553,USA,NA
11709,39,86.72,7,3382.08,11/17/2004,Classic Cars,90,"AV Stores, Co.",Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA
11710,25,100,1,2876.75,11/29/2004,Classic Cars,90,Signal Gift Stores,8489 Strong St.,,Las Vegas,NV,83030,USA,NA
11711,40,100,2,4107.2,1/19/2005,Classic Cars,90,Mini Gifts Distributors Ltd.,5677 Strong St.,,San Rafael,CA,97562,USA,NA
11712,36,37.5,6,1350,2/16/2005,Classic Cars,90,Euro Shopping Channel,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA
11713,76,94.5,6,7182,4/22/2005,Classic Cars,90,The Sharp Gifts Warehouse,3086 Ingle Ln.,,San Jose,CA,94217,USA,NA
11714,39,100,9,3933.93,5/29/2005,Classic Cars,90,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC
